SKU,UPS,Regualer Price ,Sales Price ,category,Brand 
2553170,71986955946,29.63,59.19,,
2553188,71986955947,29.63,59.19,,
2553196,71986955948,29.63,59.19,,
2553204,71986955949,25,49.89,,
2553212,71986955950,12.41,24.79,,
2553220,71986955951,12.41,24.79,,
2553238,71986955952,12.41,24.79,,
2553246,71986955953,12.41,24.79,,
2554939,9670561437,224.3,358.29,,
2554947,9670561438,263.73,421.29,,
2554954,9670561439,198.16,316.59,,
2556330,1,0,0,,
2557601,85203500858,34.99,9.99,,
2557643,2129200607,7.59,12.29,,
2557759,85203500843,69,9.99,,
2557775,85203500844,90,14.99,,
2557791,85203500845,150,239.59,,
2557809,85203500850,150,239.59,,
2557825,85203500853,180,287.59,,
2558005,30087512208,30.51,33.49,,
2558062,85777100703,44,80,,
2558070,85777100704,93.5,155.89,,
2558096,85777100192,33,54.99,,
2558153,85777100126,38.5,64.19,,
2558187,85777100138,38.5,64.19,,
2558880,85777100112,44,73.39,,
2559169,85777100114,33,54.99,,
2559177,85777100134,55,91.69,,
2559300,85777100119,49.5,82.49,,
2559391,85777100132,99,164.99,,
2559433,85777100137,27.5,45.89,,
2559441,85777100135,54.95,91.59,,
2559532,85777100136,54.95,91.59,,
2561009,63416100004,323.78,498.19,,
2561025,63418862024,261.09,401.69,,
2561033,63416300001,226.1,347.99,,
2561082,63412000301,346.74,533.59,,
2561090,63418815001,196.69,327.82,,
2561108,63418830712,379.32,632.21,,
2561132,63418830066,371.16,618.6,,
2561140,63418810100,33.02,50.79,,
2561157,63418882000,35.01,53.99,,
2561165,63418812000,35.01,53.99,,
2561181,63418813000,44.48,68.49,,
2561199,63418880030,105.43,162.19,,
2561215,63418800045,199.05,306.19,,
2561223,63415006000,796.22,1224.99,,
2561272,63411010001,498.07,766.29,,
2561314,63411100300,929.74,1430.59,,
2561330,63418810500,151.19,251.99,,
2561348,63418810501,90.88,139.79,,
2561371,63418810502,85.14,130.99,,
2561900,63418817100,157.04,241.59,,
2561918,63418817200,210.97,324.59,,
2561975,63418880307,366.73,611.22,,
2561983,63418885000,164.54,253.19,,
2562031,63418882004,233.45,359.19,,
2562056,63418883004,286.4,440.59,,
2562098,63418883000,45.33,69.79,,
2562296,7431258865,9.58,15.19,,
2564086,64015422352,50.27,94.29,,
2565422,30299492045,21.22,30.79,,
2566594,2571567376,6.47,14.69,,
2566685,5307618550,7.91,14.09,,
2567618,89316900299,9.16,13.99,,
2567667,89316900206,9.16,13.89,,
2567675,89316900298,9.16,13.99,,
2567709,89316900207,9.16,13.99,,
2567717,89316900226,9.16,13.89,,
2567725,89316900282,9.16,13.89,,
2567733,89316900280,9.16,13.89,,
2567741,89316900225,9.16,13.89,,
2567758,81417902142,9.52,14.99,,
2567766,85114400566,9.16,16.59,,
2567774,85114400567,9.16,16.59,,
2567782,85114400568,9.16,16.59,,
2567790,85114400569,9.16,16.59,,
2567808,89316900233,12.82,20.99,,
2567816,85787900362,12.82,20.99,,
2567824,89316900236,12.82,20.99,,
2567832,85787900361,12.82,21.19,,
2567857,89316900234,12.82,20.99,,
2567865,89316900235,12.82,21.19,,
2567907,89316900263,12.82,21.19,,
2568194,2360100024,133.61,267.29,,
2568368,30761022020,3.96,5.79,,
2568723,89316900247,12.82,21.19,,
2568947,89316900237,12.82,21.19,,
2569010,81417902013,13.07,21.59,,
2569044,81417902014,13.07,21.59,,
2569135,85787900309,12.09,21.99,,
2569143,85787900308,12.09,21.99,,
2569150,81417902223,12.82,20.99,,
2569168,85114400578,11.54,19.09,,
2569192,81417902019,5.5,9.99,,
2569218,85114400580,9.19,15.89,,
2569259,81417902020,22.61,41.49,,
2574432,81417902222,22.61,45.49,,
2574515,78765176002,13.79,28.29,,
2574721,85323600505,30.11,2.69,,
2574788,85323600500,2.45,4.49,,
2574820,85323600502,2.45,4.49,,
2575173,3500076372,4.41,6.09,,
2577948,36916828836,0.87,1.49,,
2578029,36916833530,0.83,1.49,,
2578672,85777100113,54.95,91.59,,
2578698,35777100148,54.95,91.59,,
2579373,3600016792,6.4,8.29,,
2579845,32586655306,4.59,7.79,,
2579860,32586655307,7.63,10.89,,
2580769,85251921700,67.05,100.59,,
2580876,2360121000,16.18,37.49,,
2580900,2360123000,28.75,39.41,,
2580934,2360120001,10.8,16.23,,
2580959,2360120002,11.04,25.59,,
2582153,32878599821,4.76,9.99,,
2582161,3500076373,4.09,6.09,,
2582245,7094212697,1.9,4.29,,
2582393,88941143120,9.24,17.19,,
2582435,30065035605,15.88,19.99,,
2582609,79468801444,153.73,256.29,,
2583821,4815590488,9.16,1,,
2584845,4815590331,9.16,1,,
2585768,4815590020,9.67,1.29,,
2585875,72490963303,6.72,12.49,,
2586543,5445879924,4.8,9.39,,
2586741,8019603708,1.11,2.19,,
2587012,38137003844,9.4,13.29,,
2587426,4815592522,10.39,1.49,,
2587434,83152700510,0.95,1.29,,
2587632,4815590658,10.52,1.99,,
2589414,75475622002,12.65,19.99,,
2590255,30169720006,0,0,,
2590420,80882906079,19.08,1,,
2591113,4815590876,9.92,1.29,,
2592087,7166100128,9.45,12.59,,
2592194,4815590584,10.18,1.99,,
2592335,32878500166,32.99,56.79,,
2592392,4815590831,10.18,1.99,,
2592616,78148525100,6.6,10.39,,
2592707,78148525101,6.6,10.39,,
2593044,61247923147,3.02,6.09,,
2593127,61247923074,6.01,11.99,,
2593143,61247923070,4.77,9.59,,
2593150,4815590657,10.05,1.99,,
2593275,4815590346,9.99,1,,
2593416,61247923157,12.74,25.49,,
2593952,61247923183,4.23,8.49,,
2595387,61247923140,13.15,26.29,,
2596609,61247923078,5.97,11.99,,
2597136,64015422912,18.56,30.69,,
2597169,64015422914,15.05,24.89,,
2597201,64015422904,12,19.79,,
2597425,64015422908,9.6,15.39,,
2597482,64015422906,7.84,12.99,,
2597631,64015422910,16.08,24.19,,
2598258,61247923187,3.3,6.59,,
2598498,61247923195,18.96,37.89,,
2598902,61247923153,9.57,19.19,,
2599827,61247923076,9.88,19.79,,
2600310,1093995439,2.89,9.29,,
2600351,81008782003,10.99,19.99,,
2600369,81008782002,10.99,19.99,,
2600864,37139965863,8.49,13.99,,
2601011,2791700917,12.01,20.19,,
2603041,3077203352,49.82,6.89,,
2603066,3077203368,34.19,6.59,,
2603181,61247926171,96.94,214.49,,
2603199,61247926170,96.94,214.49,,
2603207,61247926161,131.4,290.99,,
2603215,61247926160,131.4,290.99,,
2603223,61247926167,71.35,136.29,,
2603231,61247926168,61.6,117.59,,
2603249,61247926199,249.89,493.99,,
2603579,81006104817,6.06,10.99,,
2604205,3077202267,50.67,6.49,,
2604247,3077203341,50.18,6.79,,
2604254,3077203345,25.09,5.39,,
2605004,30573478299,9.72,15.59,,
2605012,30573478199,9.72,15.59,,
2605996,64786519500,26.61,34.99,,
2606036,60600058229,7.06,9.09,,
2606044,30316026040,5.92,9.79,,
2606051,31686400027,13.77,24.99,,
2606069,7214003127,7.84,11.79,,
2606242,30299411300,10.86,18.49,,
2607380,38137117756,6.85,11.09,,
2607570,32319027884,56.63,94.99,,
2607687,7385202388,1.25,2.29,,
2607802,30997018474,3.82,4.69,,
2607869,88947651248,6.6,13.99,,
2608180,1111103095,5.67,7.49,,
2608198,1111103096,5.67,7.49,,
2608222,1150936085,4.46,9.49,,
2608362,30023429105,14.5,24.19,,
2608370,234291107,23.91,36.99,,
2608388,30045023924,19.19,24.99,,
2608990,9819300056,4.08,7.99,,
2609337,3600034104,53.26,30.49,,
2609345,3600034103,53.26,30.49,,
2609352,3600053742,47.14,32.99,,
2609360,3600053743,47.14,32.99,,
2609378,3600053744,50.84,32.99,,
2609394,3600053746,50.84,32.99,,
2609493,2260060005,8.46,12.99,,
2609519,3320097528,2.99,4.69,,
2610004,72242932050,9.32,1.49,,
2610335,1910027425,2.31,3.99,,
2611226,37139965853,8.88,14.59,,
2611747,7160300122,0.53,1.9,,
2611754,7160362500,0.31,1.29,,
2611762,7160302578,1.06,3.29,,
2611770,7160300148,0.4,1.49,,
2611788,7160352900,0.4,1.99,,
2611812,7160303288,1.12,3.49,,
2611820,7160310400,1.8,5.49,,
2611853,2791730018,13.2,19.99,,
2613768,85287000417,12.22,19.99,,
2613776,85287000418,13.18,19.99,,
2614048,3600054266,61.25,3.49,,
2614154,68142102570,9.54,16.79,,
2614162,68142102590,5.85,10.99,,
2615144,4110059788,7.75,15.39,,
2615169,30045066407,7.07,11.89,,
2615177,30045066383,7.43,12.49,,
2615185,30045066404,7.07,11.89,,
2615276,37139944615,3.99,7.59,,
2615599,4116741264,17.68,24.79,,
2616100,74973510075,575.3,225.79,,
2616274,7160300451,1.37,3.99,,
2616282,7160304297,0.69,2.99,,
2616407,50039859441,3.48,9.79,,
2616456,85633100624,9.79,15.19,,
2617447,85820400413,36.03,59.19,,
2617454,85820400430,36.03,59.19,,
2617579,30067327240,6.01,12.09,,
2617587,61679732052,29.68,42.6,,
2618494,1650059281,4.33,8.29,,
2618502,1650059496,4,6.59,,
2618742,4910040059,22.09,33.09,,
2618916,3010305050,2.49,3.99,,
2618932,3660230033,4.25,6.99,,
2620185,9670561628,228.79,358.29,,
2620193,9670561629,269,421.29,,
2620201,9670561631,202.12,316.59,,
2620292,36382421568,3.54,6.99,,
2620326,4167911762,115.58,148.17,,
2620664,88438915873,11.62,17.49,,
2620672,85521204410,19.8,29.59,,
2620680,86817600013,44,72.79,,
2620698,86817600017,41.25,61.49,,
2620896,13117016821,77,11.55,,
2621191,60600059379,6.65,9.19,,
2621316,19348913335,6.15,10.25,,
2621332,19348913334,3.21,5.35,,
2621407,60600051215,9.28,14.19,,
2621415,5113122539,4.5,9.69,,
2621985,19588210030,9.03,16.19,,
2622025,85820400438,24.2,35.99,,
2622272,35497340691,4.99,10.59,,
2622504,81006104819,15.09,27.49,,
2622512,81006104820,4.57,8.39,,
2622884,82238301586,6.64,13.29,,
2622892,82238301456,11.18,22.49,,
2622900,82238300854,18.8,35.19,,
2623338,30536134897,2.39,3.79,,
2623882,4390034470,50.02,3.59,,
2624146,78764785309,19.8,28.19,,
2624211,7160310900,3.03,7.49,,
2624229,7160300717,1.93,6.49,,
2625689,85002666004,4.93,9.49,,
2625994,30067293340,25.77,36.19,,
2626695,31284359660,5.61,10.99,,
2627917,30045093226,6.97,9.39,,
2628071,36916801030,0.87,1.49,,
2628089,36916826726,0.87,1.49,,
2628097,36916832824,0.87,1.49,,
2628105,36916801124,0.87,1.49,,
2628139,5307619964,4.98,8.99,,
2628444,70893227864,21.75,36.25,,
2628980,31686400018,10.24,20.29,,
2628998,31686400030,10.24,20.29,,
2629004,31686400029,6.62,12.69,,
2629012,31686400019,16.85,29.99,,
2630978,30573550919,7.37,10.39,,
2630986,30573550924,11.95,18.49,,
2630994,30573551210,12.56,19.79,,
2631000,30573551750,6.81,10.69,,
2631018,30573555619,7.18,10.79,,
2631026,30573555623,13.54,18.89,,
2631034,30573556711,10.57,14.79,,
2631042,30573556720,7.74,11.39,,
2631059,30573556819,7.18,10.59,,
2631067,30573556919,7.18,10.79,,
2631091,29978091790,36.3,49.99,,
2631737,34658184007,8.42,16.49,,
2633485,4116700796,9.56,16.99,,
2633493,4116700804,8.28,16.99,,
2633501,4116700636,10.12,16.49,,
2633618,3077205712,15.16,20.29,,
2633881,9670561650,308.84,483.69,,
2633907,9670561651,275.41,431.29,,
2633915,30041010998,2.17,4.49,,
2636686,70074682334,59.4,114.29,,
2636694,70074682310,59.4,114.29,,
2636702,70074682358,59.4,114.29,,
2638286,9089194935,33.75,12.49,,
2638294,9089194951,27.5,6.79,,
2638849,3600054238,31,18.59,,
2638997,3660203059,4.39,6.99,,
2639003,3660203060,4.39,6.99,,
2640050,35840701213,32.95,41.93,,
2640076,3077204763,27.52,24.99,,
2640373,9492246964,265.1,352,,
2640514,9670500786,59.08,92.49,,
2641512,30065040872,31.39,41.49,,
2641579,80882911939,8.78,1.79,,
2641587,80882911940,8.78,1.79,,
2641595,80882912078,10.18,1.99,,
2641603,80880912083,10.05,1.99,,
2641611,80882911995,10.68,1.49,,
2641629,80882900201,15.52,1,,
2641645,80882912084,10.18,1.99,,
2641652,80882912080,10.18,1.99,,
2641793,80882911994,10.3,1.29,,
2641801,80882911993,10.3,1.29,,
2641819,80882911498,8.78,1.79,,
2641827,80882911918,10.56,1.49,,
2641835,80882911932,9.16,1,,
2641843,80882912081,11.49,1.99,,
2641850,80882912023,16.54,1.29,,
2641868,80882911987,9.16,1,,
2641876,80882911996,9.54,1.29,,
2641884,80882911938,8.78,1.79,,
2642015,81111203071,38.68,5.29,,
2642429,87735300118,29.74,3.79,,
2642437,5256914450,2.64,5.49,,
2642973,30574052125,10.12,12.49,,
2642981,40428096623,6.08,14.49,,
2642999,40428096621,5.93,14.29,,
2643005,40428091750,5.25,12.99,,
2643450,4116709934,4.46,7.99,,
2644904,65006600306,15.06,22.19,,
2644912,85631500737,13.31,19.99,,
2646545,30536134580,11.16,19.49,,
2646776,19348913326,2.28,3.8,,
2646859,34843322105,176,288.49,,
2647154,30299393456,5.61,8.59,,
2648376,22429320537,10.18,1.49,,
2650612,88452702064,38.94,3.49,,
2650836,48503996567,17.68,42.09,,
2650844,48503926557,17.68,42.09,,
2650851,48503926533,17.68,42.09,,
2650869,48503926564,17.68,42.09,,
2651040,30065150782,11.42,17.49,,
2651107,48503840839,12.07,27.69,,
2651115,48503840860,12.07,27.69,,
2651123,48503886851,22.44,50.99,,
2651131,48503886837,22.44,50.99,,
2651149,48503886868,22.44,50.99,,
2651156,48503827557,12.07,27.69,,
2651164,48503827533,12.07,27.69,,
2651172,48503827564,12.07,27.69,,
2651180,48503996550,17.68,42.09,,
2651198,48503996536,17.68,42.09,,
2651396,70610177195,151.46,237.19,,
2651446,88438917006,6.76,19.89,,
2651461,88827767823,3.38,19.29,,
2651479,88827765628,28.28,121.09,,
2651743,48503157357,10.1,23.39,,
2651750,48503157333,10.1,23.39,,
2651776,48503493356,10.57,24.39,,
2651784,48503493332,10.57,24.39,,
2651792,48503493363,10.57,24.39,,
2651800,48503194352,10.76,24.39,,
2651818,48503194338,10.76,24.39,,
2651826,48503194369,10.76,24.39,,
2651834,48503840853,12.07,27.69,,
2651941,81008782016,6.62,13.99,,
2653038,75456360832,50.5,84.17,,
2653202,35026882085,8.23,10.39,,
2653798,84643000239,38.99,59.99,,
2653806,81006883143,129.99,199.99,,
2653814,81006883144,194.99,299.99,,
2653822,84643000558,194.99,299.99,,
2653830,84643000559,194.99,299.99,,
2653848,81006883141,572,799.99,,
2653855,81006883142,572,799.99,,
2653863,81006883044,715,999.99,,
2653871,81294402978,38.97,59.95,,
2653889,81294402901,38.97,59.95,,
2653897,81007448024,19.49,29.99,,
2653905,81007448025,19.49,29.99,,
2653913,81007448026,19.49,29.99,,
2653921,81007448027,19.49,29.99,,
2653939,84643000230,25.97,39.95,,
2653947,84643000234,38.97,59.95,,
2653954,84643000228,38.82,9.95,,
2653962,84643000229,45.72,1.95,,
2653970,81294402800,115.92,4.95,,
2653988,84643000238,51.97,79.95,,
2654010,9670561533,308.84,871.49,,
2654036,9670561534,275.41,777.19,,
2654374,84643000235,38.97,59.95,,
2654382,84643000233,64.97,99.95,,
2654408,81294402711,259.97,399.95,,
2654416,81294402447,58.32,14.95,,
2654424,81294402448,58.32,14.95,,
2654432,81294402449,58.32,14.95,,
2654440,81294402456,58.32,14.95,,
2654457,81294402450,58.32,14.95,,
2654465,81294402451,58.32,14.95,,
2654473,81294402452,58.32,14.95,,
2654481,81294402453,58.32,14.95,,
2654499,84643000231,50.52,12.95,,
2655231,84009311662,10.64,19.09,,
2655249,84009311660,10.05,18.09,,
2655413,30067298200,6.55,12.09,,
2655421,84009314067,7.76,19.19,,
2655439,84009314070,6.11,10.79,,
2655447,84009314068,10.1,18.99,,
2655454,84009314062,7.59,17.49,,
2655462,84009314063,6.42,12.49,,
2655470,84009314064,9.78,19.69,,
2655488,84009314065,7.96,18.09,,
2655496,84009314066,5.74,10.59,,
2655504,84009314071,5.19,9.29,,
2655512,84009314072,5.19,9.29,,
2655819,30067000524,4.49,8.49,,
2657633,61247922013,3.27,6.49,,
2657641,61247922036,9.17,16.19,,
2657658,61247922040,2.78,4.99,,
2657666,61247922043,42.78,75.59,,
2657674,61247922015,4.53,7.99,,
2657682,61247922030,3.44,6.19,,
2657690,61247922032,2.68,4.79,,
2657716,61247922028,2.89,5.19,,
2657948,61247922019,2.66,3.99,,
2657955,61247922024,3.5,5.39,,
2657963,61247922022,51.73,79.49,,
2657971,61247922026,2.66,4.09,,
2657989,61247922034,2.22,3.29,,
2657997,61247922011,4.53,6.99,,
2658003,61247922017,4.53,6.99,,
2658474,4746907881,9.67,17.49,,
2658490,78208061132,148.5,33.5,,
2658508,78208101142,115.5,129,,
2658649,94922473721,400.4,800.79,,
2658995,81004861028,9.1,15.99,,
2659019,81004861032,8.44,14.79,,
2659027,81004861219,8.44,14.79,,
2659159,88885300295,13.72,20.99,,
2659167,88885300296,10.36,18.99,,
2659472,4116700280,6,9.49,,
2659506,7214003520,9.66,15.97,,
2659514,7214003534,9.19,14.97,,
2659522,7214003530,17.32,19.69,,
2659530,7214003517,9.66,15.97,,
2659597,81004861217,6.87,11.89,,
2659647,81004861233,8.27,14.29,,
2659662,81004861025,9.15,15.79,,
2659951,3660204205,4.39,6.19,,
2661171,30904730224,1.83,2.49,,
2661189,30904730260,4.23,8.49,,
2662096,81006104814,14.28,25.99,,
2662179,7548613762,10.8,14.99,,
2662187,7548613763,10.8,14.99,,
2662500,4872310531,14.37,20.19,,
2662583,7214003606,9.66,12.59,,
2662591,7214002747,9.66,12.59,,
2662609,7214002765,10.36,12.99,,
2662625,60600051231,9.84,13.49,,
2662633,60600051491,13.68,22.49,,
2662799,2260000038,34.32,45.99,,
2662807,2260000037,34.32,45.99,,
2662948,9484185008,6.11,11.99,,
2662955,9484185003,8.15,15.99,,
2663664,3077206279,5.15,7.29,,
2663672,3077206280,5.15,7.29,,
2663680,3077206281,5.15,7.29,,
2663698,3077206282,5.15,7.29,,
2663706,3077206284,5.15,7.29,,
2663722,3077206286,5.15,7.29,,
2664191,1650059579,7.31,11.49,,
2664209,1650059580,9.4,13.29,,
2664472,5265100049,5.07,7.79,,
2664498,82785400183,3.97,7.19,,
2664514,82785400186,3.97,7.19,,
2664597,30316208105,12.18,13.19,,
2664605,30316208305,12.18,13.19,,
2666071,3077206319,4.91,6.49,,
2666097,3077206325,5.03,6.49,,
2666105,3077206326,5.03,6.49,,
2666121,3077206329,5.03,6.49,,
2666352,32420845508,2.35,3.89,,
2666477,19067900824,4.07,5.79,,
2666527,19067900849,4.07,5.79,,
2666857,32420800104,6.8,10.49,,
2667285,32420850912,9.67,15.39,,
2667491,35497340561,6.26,11.19,,
2667574,74973510091,168.08,47.69,,
2671287,38151918922,4.12,5.79,,
2671360,35497332577,7.14,11.69,,
2671386,30573137801,8.7,13.09,,
2671501,81655901977,1.3,1.89,,
2671519,81655901978,1.3,1.89,,
2671527,81655901106,1.3,1.89,,
2671535,81655901107,1.3,1.89,,
2671543,81655901791,1.3,1.89,,
2671550,81655901117,1.3,1.89,,
2671568,81655901118,1.3,1.89,,
2671576,81655901984,1.3,1.89,,
2671584,81655901985,1.3,1.89,,
2671592,81655901143,1.3,1.49,,
2671600,81655901144,1.3,1.49,,
2671618,81655901878,1.3,1.89,,
2671626,81655901879,1.3,1.89,,
2672152,1093995437,1.55,2.99,,
2672400,9670561680,269,759.09,,
2672459,9670561681,202.12,570.39,,
2673598,1700020945,2.3,3.49,,
2673606,1700020929,2.3,3.49,,
2673614,1700020939,2.3,3.49,,
2673630,1700020953,2.3,3.49,,
2675437,4116703353,4.86,7.49,,
2675445,4116700270,3.91,7.49,,
2675452,4116700255,6.68,10.59,,
2675460,4116700275,5.37,10.59,,
2675478,4116705290,5.6,8.99,,
2675718,62805514250,6.42,9.49,,
2675726,62805514201,9.99,13.99,,
2675742,31031032561,3.48,5.79,,
2675759,31031043028,4.28,7.49,,
2675809,76557378745,104.21,142.11,,
2676021,4116700362,3.91,7.49,,
2676039,4116700210,3.91,7.49,,
2676047,4116700220,3.91,7.49,,
2676054,4116701082,3.91,7.49,,
2676062,4116700250,4.51,7.49,,
2676070,4116700215,5.37,10.59,,
2676088,4116700225,5.37,10.59,,
2676120,88770908811,407.55,555.75,,
2676385,82785400631,6.36,12.99,,
2677003,7631460863,8.94,15.49,,
2677078,30573051330,7.77,12.19,,
2677094,85002595900,4.34,8.49,,
2677102,88885300346,12.75,23.99,,
2677276,3077205721,3.72,4.59,,
2677292,3077205728,3.72,4.59,,
2677391,5307618936,8.31,13.19,,
2677417,89404700128,76.45,109.99,,
2677482,2785400191,101.11,9.99,,
2677755,3600054939,30.97,21.49,,
2677763,3600054943,30.31,19.99,,
2682045,38103350150,152,207.99,,
2682219,36961807158,7.98,15.19,,
2682243,5113120403,12.85,19.99,,
2682342,7513700028,12.65,18.99,,
2682367,36373600049,24.09,37.99,,
2682383,4203700147,9.9,16.49,,
2682607,30573137806,15.83,21.49,,
2682920,85815801525,9.54,15.49,,
2682979,85138300317,449.33,854.59,,
2683092,4116742464,9.24,13.49,,
2683134,41376556511,203.5,185,,
2683159,41376556515,192.5,175,,
2683944,9670561612,97.16,152.19,,
2683951,9670561616,70.18,109.89,,
2683969,9670560630,143.82,225.29,,
2684017,33350412920,19.94,46.89,,
2684025,36519781504,5.1,9.29,,
2684108,30299011504,11.22,16.69,,
2684116,30299022072,7.26,10.99,,
2684132,4116700730,8.28,16.99,,
2684157,4116707990,6.83,12.99,,
2684165,68142103640,7.98,13.99,,
2684256,30149000250,7.45,11.99,,
2684264,3077208677,26.46,35.59,,
2684272,3077208971,16.46,21.49,,
2684280,3077209492,13.84,18.19,,
2684405,86000903161,24.64,3.29,,
2684413,32390003085,6.96,11.29,,
2684421,32390003111,18.74,24.49,,
2684744,7033074906,5.34,7.47,,
2684751,7033074905,5.34,7.47,,
2684926,84624103243,8.57,12.99,,
2684934,5307619265,23.89,38.76,,
2685246,88778700591,354.82,422,,
2685253,88778700513,299.9,300,,
2685261,88778700685,164.74,200,,
2685287,88778700682,164.21,200,,
2685295,88778700684,140.98,200,,
2685303,84061904107,273.9,300,,
2685329,84061902334,192.5,200,,
2685337,84061902330,257.95,200,,
2685352,84061902333,339.35,349,,
2685360,84061902329,429,415,,
2685386,88770909079,40.92,137,,
2685394,84061902324,13.75,62.5,,
2685410,88770909838,462,388.5,,
2685428,88770907172,990,1000,,
2685535,88770907098,1010.63,1000,,
2685543,88770905696,240.9,280,,
2685550,88770906244,251.9,290,,
2685568,88770905701,431.75,492,,
2685584,84061903390,401.5,465,,
2685592,88770905709,244.75,282.5,,
2685600,88770905697,255.75,332.5,,
2685626,84061907066,243.65,280,,
2685634,88770907173,1971.75,2792.5,,
2685659,84061906172,300.3,322.5,,
2685667,88770906997,171.05,227.5,,
2685675,84061902396,330,400,,
2685683,84061905394,306.9,379,,
2685691,84061905319,209,290,,
2685717,88770905698,267.3,297.5,,
2685741,88770907560,284.35,300,,
2685758,88770905708,247.5,282.5,,
2685766,84061903387,617.38,661.25,,
2685774,88770908449,1032.35,1038.5,,
2685782,88770906957,286,360,,
2685790,88770906959,367.4,375,,
2685808,88770906881,299.75,372,,
2685816,84061903591,172.15,256,,
2685824,84061902582,178.75,162,,
2685832,84061902371,148.5,135,,
2685840,7940032371,2.84,3.49,,
2685857,7940032362,2.84,3.49,,
2685865,7940032363,2.84,3.49,,
2685873,7940032381,2.84,3.49,,
2685899,7940049667,2.84,3.49,,
2685915,84061903451,269.5,345,,
2685923,84061902577,167.75,252,,
2685931,88770907509,243.65,280,,
2685949,88778700565,620.4,664,,
2685956,88778700628,93.5,185,,
2685964,88778700604,973.5,806,,
2685972,88778700564,294.62,367,,
2685980,88770909772,995.5,1005,,
2685998,872700098,5.78,13.99,,
2686038,3077205530,4.39,5.69,,
2686046,3077205768,5.92,7.99,,
2686137,89403000209,81.09,120.49,,
2686152,32420869721,29.38,43.49,,
2686186,1650059918,9.63,13.29,,
2686194,1650059921,9.63,13.29,,
2686202,1650059920,9.63,13.29,,
2686236,88770906963,370.7,375,,
2686244,84061908249,550,600,,
2686251,88770905712,367.4,375,,
2686269,88770907125,746.63,778,,
2686277,88770905702,453.2,435,,
2686285,88770907916,748,780,,
2686293,88770908215,897.6,916,,
2686301,88770908216,748,780,,
2686319,88770908217,686.4,724,,
2686327,84061903452,940.5,955,,
2686954,85815800513,9.54,15.49,,
2686962,85815800569,8.84,15.49,,
2686970,74369043013,2.71,4.29,,
2686988,74369043017,2.93,4.29,,
2687051,7431201251,20.8,33.79,,
2687812,88679032654,15.38,20.99,,
2687820,30766132168,9.67,13.59,,
2687846,2571501532,4.58,10.49,,
2687853,2571501466,5.08,12.49,,
2687861,2571501394,6.53,15.99,,
2687879,2571571503,1.88,4.29,,
2687895,2571567161,1.89,4.29,,
2687903,2571501465,8.56,19.49,,
2687911,2571501202,6.85,16.79,,
2687929,2571501203,8.76,21.49,,
2688026,2571567278,3.97,8.99,,
2688042,7957310847,3.61,8.19,,
2688059,2571501467,3.83,8.69,,
2688430,31015835661,6.37,8.99,,
2688653,88885300322,4.51,9.59,,
2688661,88885300333,9.53,18.99,,
2688679,88885300332,9.53,18.99,,
2688687,38137119184,14.38,26.59,,
2688695,38137202181,7.92,15.39,,
2688794,82238301585,225,449.99,,
2688802,82238301584,225,449.99,,
2688810,82238301858,237.19,474.29,,
2688828,82238301859,237.19,474.29,,
2688836,82238301860,237.19,474.29,,
2688844,82238301908,202.5,404.99,,
2688851,82238301909,202.5,404.99,,
2688885,82238301880,274.38,548.99,,
2688893,82238301881,36.8,73.69,,
2688901,82238301594,86.28,172.59,,
2688919,82238301595,92.75,185.59,,
2688927,82238300614,72.19,144.49,,
2688935,82238300563,101.25,202.49,,
2689057,2571501065,24.24,41.49,,
2689073,2571567252,32.19,55.09,,
2689099,2571501339,20.07,34.39,,
2689123,2571502555,21.54,36.89,,
2689131,2571501529,375.43,642.59,,
2689230,30299011709,10.56,18.99,,
2689305,7830007009,7.23,10.19,,
2689313,7830009850,9.19,10.59,,
2689396,73333509670,27.19,53.99,,
2689560,1072452670,8.29,11.79,,
2689578,1072452667,7.69,11.79,,
2689586,1072452734,7.69,11.79,,
2689594,1072452675,8.86,13.29,,
2689602,1072452671,8.29,11.79,,
2689610,1072452669,8.29,11.79,,
2689784,3600054898,4.86,6.29,,
2689792,3600054899,4.86,6.29,,
2689800,3600054912,4.86,6.29,,
2690089,32420802401,12.56,20.69,,
2690147,7560919920,25.12,46.89,,
2690154,7560920294,10.04,17.19,,
2690337,30045031112,14.87,19.99,,
2690345,74300238838,58.33,79.99,,
2690360,30045031120,5.57,7.99,,
2691319,70059600050,5.28,8.99,,
2691327,70059600052,6.6,11.19,,
2691368,85001072102,16.81,29.99,,
2691376,85001072115,12.62,22.49,,
2691517,89844000102,10.71,27.99,,
2691525,89844000128,19.89,47.99,,
2691533,81111203070,124.08,208.99,,
2691574,76557378746,104.21,174.5,,
2692465,84008140607,23.09,34.99,,
2692853,3077208322,37.33,7.99,,
2692929,36749210515,7.34,12.99,,
2693547,31686400104,15.04,19.99,,
2693877,4110059462,9.35,12.89,,
2693885,4110059452,11.37,16.69,,
2693919,4110059417,7.34,12.69,,
2693968,1093995582,5.61,8.99,,
2694602,30081086548,10.16,13.99,,
2695211,85824600212,113.87,162.61,,
2695310,4110060010,12.44,22.99,,
2695500,1093995505,2.48,3.99,,
2695518,1093995506,4.1,8.99,,
2695609,82775500007,2.48,3.49,,
2695716,76318901025,7.57,11.19,,
2695724,76318901026,7.57,11.19,,
2695732,39403000217,12.24,18.29,,
2696318,9670561580,97.16,152.19,,
2700235,2571569626,1.74,4.29,,
